Report generated on: 07-31-2024 18:27:31
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"","World","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.66-2-SLE-TBPD.A","            Residual fuel oil (Mb/d)","1.291613639","1.291613639","1.39494273","1.291613639","1.291613639","1.420775003","1.5","2","1.7","2","2","2.1","1.4","1.6","1","1.4","1.4","1.5","1.5","1.5","0.268710983606557","0.37569698630137","0.48225698630137","0.426057534246575","0.487126229508197","0.100903561643836","0.246328767123288","0.125718904109589","0.0818852459016393","0.269684383561644","0.40507397260274","0.32478904109589","0.363934426229508","0.561994520547945","0.738986301369863","0.591189","0.609435","0.638630137","0.6094356164","0.591189041096","0.5645010508327968","0.6221352328767122",".6416943220518496","",""
"INTL.67-2-SLE-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","0.005760597","0.005760597","0.006221445","0.005760597","0.005760597","0.006336657","0.00669","0.00705","0.00768","0.0079","0.00793","0.00822","0.0055","0.00571","1.4","0.00596","0.00594","0.00607","0.00611","0.00611052054794521","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.68-2-SLE-TBPD.A","            Other petroleum liquids (Mb/d)","0.43053788","0.43053788","0.46498091","0.43053788","0.43053788","0.473591668","0.5","0.7","0.7","0.7","0.7","0.9","0.9","1","0.4","1.1","1","1.1","1.1","1.1","0.11335737704918","0.0429747945205479","0.0244178082191781","0.10375098630137","0.116407650273224","0.0852287671232877","0.154053150684932","0.256078356164384","0.085196174863388","0.117945205479452","0.118480821917808","0.117945205479452","0.163579234972678","0.142","0.162109589041096","0.134684","0.134684","0","0","0","0","0","0","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-3-SLE-TBPD.A","                Crude oil including lease condensate (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-4-SLE-TBPD.A","                Crude oil including lease condensate (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SLE-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","1.9","1.7","1.8","1.8","1.9","1.9","1.5","1.7","1.7","2","2","2.1","2.1","2.1","2.1","2.1","2.1","2.2","3","2.5","2.3","2.4","2.4","0.4","0.4","0.4","0.4","0.2","0.173808219178082","","","","","","","","","",""
"INTL.65-13-SLE-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","1.6","1.4","1.5","1.5","1.6","1.5","1.1","1.4","1.4","1.7","1.7","1.7","1.7","1.7","1.8","1.8","1.8","1.9","2.6","2.1","2","1.3","1.4","NA","NA","NA","NA","NA","NA","","","","","","","","","",""
"INTL.66-13-SLE-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0","0","0","0","0","0","","","","","","","","","",""
"INTL.5-8-SLE-MMTCD.A","    Emissions (MMtonnes CO2)","0.711","0.7","0.8","0.7","0.7","0.8","0.9","1","1","1.1","1.1","1.1","0.8","0.8","0.7","0.8","0.8","0.9","0.9","0.9","0.9","0.9","1","1","1.2","1.2","1.1","1.070114588152801","1.3","1.4","0.7","0.8023203827820226","0.9001539077258037","1.1127173519429254","1.2199943564225675","0.980163","1.017097","0.9952513397150654","0.9850502844728914","0.837462808","0.876562938919946","1.293482932","1.352210197537696","",""
"","Singapore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SGP-TBPD.A","        Total petroleum and other liquids (Mb/d)","4","4","4","4","4","4","-6.2","1.1","-5.7","-6.6","-6","-1.9","-4","","","","","","","","","","","","9.836","8.573","9.967","11.608","22.668","17.9403","20.2729","31.2596","35.8818","31.8839","35.9443","30.9931","31.6106","19.0121","19.2382","19.5112","18.444","20.171733955009085","19.89143715521748","20.359694431680197",""
"INTL.55-1-SGP-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0.02","0.3","0.7","2","1","5","15","16","15","15","12.171","13.356","0","0","0","0","0","0","0",""
"INTL.57-1-SGP-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-SGP-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-SGP-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","0","0.02","0.3","0.7","2","1","5","15","16","15","15","12.171","13.356","0","0","0","0","0","0","0",""
"INTL.56-1-SGP-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","-0.6","-3.1","-1.2","6.4","5.4","3.2","6.3","13.09457372","14.95604294","8.290424677","9.700655839","9.836","8.553","9.667","10.908","20.668","16.9403","15.2729","16.2596","19.8818","16.8839","20.9443","18.8221","18.2546","19.0121","19.2382","19.5112","18.444","20.171733955009085","19.89143715521748","20.359694431680197",""
"INTL.54-1-SGP-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","697","688","751","805","900","945","946","1080","1137","1214","1153","1084","1024","939","867.8466404371591","810.3795112328768","827.5564361643841","980.7567276712326","1150.3192786885254","1236.137674520548","1221.8961994520548","1255.5384328767127","1227.9154688524584","948.234901917808","1053.4638115068506","1116.271719452055","1134.8866448087433","1061.7011243835623","993.6853808219175","","","","","","","","","",""
"INTL.62-1-SGP-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","53","63","54","55","64","86","80","86","100","115","122","118","115","93","91.7324590163934","88.4315616438356","88.3380821917808","119.934136986301","154.751912568306","181.139808219178","172.773397260274","196.82098630137","215.767049180328","219.349534246575","219.162575342466","236.666602739726","243.477896174863","231.501863013699","248.585232876712","","","","","","","","","",""
"INTL.63-1-SGP-TBPD.A","            Jet fuel (Mb/d)","","","","","","","113","117","135","145","176","168","147","143","148","150","152","174","140","138","159.12","151.169698630137","139.133479452055","157.73095890411","164.536666666667","190.863150684932","189.255424657534","203.985671232877","193.223333333333","174.872794520548","180.608465753425","205.115424657534","211.271666666667","214.34898630137","208.48295890411","","","","","","","","","",""
"INTL.64-1-SGP-TBPD.A","            Kerosene (Mb/d)","","","","","","","35","37","30","32","28","55","47","59","19","63","64","5.9","7","18","16.5160109289618","8.47123287671233","9.02186301369863","12.855095890411","15.2065573770492","16.0953424657534","16.7730410958904","11.8173698630137","11.7217213114754","11.6691232876712","15.4388219178082","18.6578904109589","6.86407103825137","6.45931506849315","3.6426301369863","","","","","","","","","",""
"INTL.65-1-SGP-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","181","217","205","214","224","239","275","349","372","380","371","312","303","283","239.437221453552","209.505924405479","230.008898893151","266.071182405479","313.765422896175","321.365170838356","325.572733463014","333.815860657534","345.658596606557","221.488873413699","262.855904263014","274.885736131507","298.353274754098","252.249981512329","216.939860465753","","","","","","","","","",""
"INTL.66-1-SGP-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","211","147","220","238","259","232","249","253","288","293","229","227","234","185","143.396124131148","134.325805282192","127.774340646575","174.185709994521","205.920534098361","218.299412317808","203.083477052055","195.007570520548","162.923933409836","99.6188507835617","138.651873139726","142.204283309589","104.02318295082","112.809793512329","58.7212564931507","","","","","","","","","",""
"INTL.67-1-SGP-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","12","12","15","15","23","17","17","19","19","20","21","32","32","32","26.6185283169399","25.7210324821918","24.5364840328767","27.2216193041096","27.7277416939891","25.1818397041096","23.7960931452055","23.8731615890411","11.8584276120219","11.8594837589041","8.79127504657534","11.1004816876712","14.015163715847","10.4867472986301","11.4121739452055","","","","","","","","","",""
"INTL.68-1-SGP-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","91","95","92","106","126","147","132","171","190","194","194","216","193","191","191.026296590164","192.754255912329","208.743287934247","222.758024186301","268.410443387978","283.192950290411","290.642032778082","290.217812712329","286.762407398907","209.376241906849","227.954896043836","227.641300515069","256.881389508197","233.844437676712","245.901268","","","","","","","","","",""
"INTL.5-2-SGP-TBPD.A","    Consumption (Mb/d)","202","214","221.999999999","220","235","227","257.4","285","302.6","329.2","363.2","376.7","412.9","445.8","512","492","585.6","630.7","668.1","710","718.0273424808738","764.9039977863013","758.7692906958896","773.8260427397264","822.1597431693996","856.4292361643829","933.8215967123291","990.0163780821923","1008.4603421912565","1028.2778608219187","1171.4969976547948","1265.6729797260282","1251.9141857923494","1249.122302465754","1235.508750684931","1267","1352","1444.4927671232879","1482.9381452054795","1447.964684931507","1276.9870511903794","1401.997180539726","1469.798963561644","",""
"INTL.54-2-SGP-TBPD.A","        Refined petroleum products (Mb/d)","202","214","221.999999999","220","235","227","257.4","285","302.6","329.2","363.2","376.7","412.9","445.8","512","492","585.6","630.7","668.1","710","718.0273424808738","764.9039977863013","758.7692906958896","773.8260427397264","822.1597431693996","856.4292361643829","933.8215967123291","990.0163780821923","1008.4603421912565","1028.2778608219187","1171.4969976547948","1265.6729797260282","1251.9141857923494","1249.122302465754","1235.508750684931","1267","1352","1444.4927671232879","1482.9381452054795","1447.964684931507","1276.9870511903794","1401.997180539726","1469.798963561644","",""
"INTL.62-2-SGP-TBPD.A","            Motor gasoline (Mb/d)","7.455322455","7.898212898","8.193473193","8.11965812","8.673271173","8.378010878","9.5","10","10","11","10","13","13","12","12","15","13","17","17","16","15.5218032786885","15.7746575342466","15.6110684931507","15.587698630137","16","16.4290136986301","17.4105479452055","18.6024109589041","19.483825136612","19.1399178082192","19.6073150684931","19.7475342465753","19.9732513661202","20.1214520547945","19.9111232876712","18","17","17.15347945205479","17.5535","17.130109589041","18.41545205479452","18.42713698630137","19.31828909488078","",""
"INTL.63-2-SGP-TBPD.A","            Jet fuel (Mb/d)","17.264957265","18.290598291","18.974358974","18.803418803","20.085470085","19.401709402","22","25","30","29","39","33","35","45","55","54","55","61","67","74","82","79.6258904109589","82.5806301369863","71.3265479452055","86.6883333333333","92.574602739726","99.6572876712329","103.850410958904","105.863333333333","103.654876712329","116.907753424658","126.01095890411","139.425","146.129260273973","147.085205479452","150","159","169.2240273972603","173.171","183.10695890411","42.43093150684931","107.4309315","112.6263832516229","",""
"INTL.64-2-SGP-TBPD.A","            Kerosene (Mb/d)","0.156954157","0.166278166","0.172494172","0.170940171","0.182595183","0.176379176","0.2","0.2","0.2","0.3","0.2","0.7","0.8","0.8","0.9","0.9","25","6.8","0.9","0.9","0.570245901639344","0.50827397260274","0.444739726027397","0.381205479452055","0.316803278688525","0.25413698630137","0.190602739726027","0.127068493150685","0.0633606557377049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.65-2-SGP-TBPD.A","            Distillate fuel oil (Mb/d)","24.327894328","25.773115773","26.736596737","26.495726496","28.302253302","27.338772339","31","40","32","43","45","40","78","62","97","44","65","76","80","58","60","67","71","58.7036207616438","59.5954775409836","68.1543763178082","67.0684046958904","63.375531890411","65","70.4902980712329","74.1281234410959","77.9008594191781","70.2117993442623","63.4404472657534","59.1761892328767","76","81","81.36509589041096","81.589","151.816109589041","140.779397260274","155.7793973","163.3130222185278","",""
"INTL.66-2-SGP-TBPD.A","            Residual fuel oil (Mb/d)","134.195804196","142.167832168","147.482517483","146.153846154","156.118881119","150.804195804","171","187","203","220","232","247","235","265","279","290","345","384","411","452","441.509402819672","475.115339528767","436.649737906849","451.223463419178","440.166927540984","470.485330126027","539.021175682192","578.295132164384","659.767212098361","692.158138454795","782.48228409863","822.655570980822","808.327281311475","800.669190772603","788.328818136986","809","864","847.0060273972603","874.781","841.623287671233","853.8302465753425","843.0285111780822","883.7980911669539","",""
"INTL.67-2-SGP-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","2.903651904","3.076146076","3.191142191","3.162393162","3.378010878","3.263014763","3.7","3.8","4.4","3.9","11","17","4.1","13","2.1","6.1","7.6","7.9","8.2","8.1","5.09830973770492","4.96815576986301","5.72223745753425","5.10216724931507","5.3834793989071","4.52430545753425","4.28266848767123","5.24959994520548","5.17099591803279","5.82112759452055","5.89922025205479","5.88842689315068","5.71133857923497","5.49715825753425","4.99244791780822","4","4","3.972602739726027","24.5397","40.107397260274","25.48821917808219","21.72584657534247","22.77652710160556","",""
"INTL.68-2-SGP-TBPD.A","            Other petroleum liquids (Mb/d)","15.695415695","16.627816628","17.249417249","17.094017094","18.25951826","17.637917638","20","19","23","22","26","26","47","48","66","82","75","78","84","101","113.327580743169","121.911680569863","146.760876975342","171.501339254795","214.008722076503","204.007470838356","206.190909490411","220.516223671233","153.11161504918","137.013502180822","172.472301369863","213.469629282192","208.265515191257","213.264793841096","216.014966630137","210","227","325.7715342465754","311.3039452054795","214.180821917808","196.0428046150369","255.605357","267.9666507280531","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-3-SGP-TBPD.A","                Crude oil including lease condensate (Mb/d)","622.736","812.991","816.998","813.655","728.919","592.974","646.397","694.726","692.511","740.558","859.447","906.688","933.067","1059.749","1124.49","1037.115","1117.059","1117.744","1047.405","894.787","842.37","821.931","818.77","939.431","1114.32","1180.188","1153.93","1164.421","1164.824","883.502","953.498","980.369","973.563","948.175","953.5","992.809","955.941","1136.36","1121.18","","","","","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-4-SGP-TBPD.A","                Crude oil including lease condensate (Mb/d)","6.806","1.007","5.558","9.364","6.685","4.007","3.705","2.101","0.497","2.564","0.382","0.02","0.441","0.883","1.325","0.12","1.262","2.711","0.02","0.882","0.502","0.121","2.377","1.199","0.02","3.343","3.846","1.893","6.786","11.679","9.464","6.425","7.371","8.351","11.538","14.881","14.68","15.4","12.97","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SGP-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","148","158","195","200","209","207","178","191","201","212","219","285","343","351","334","378","371","409","458","485","587","655","692","771","866","917","921","924","923.976767123287","","","","","","","","","",""
"INTL.65-13-SGP-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","38","47","48","49","45","43","33","36","37","38","39","42","87","77","77","51","40","57","57","48","105","31","32","NA","NA","NA","NA","NA","NA","","","","","","","","","",""
"INTL.66-13-SGP-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","111","111","147","151","164","165","146","155","164","173","180","243","256","273","257","326","331","352","401","437","482","548","540","635","716","759","752","754","750.007232876712","","","","","","","","","",""
"INTL.5-8-SGP-MMTCD.A","    Emissions (MMtonnes CO2)","29.40026","31","33","32","34","33","41","46","49","53","58","61","66","73","79","80","96","97","102","102","105","110","108","102","113","121","127","124","138","177","180.48423123769012","192.66319737126358","191.0714877102384","189.5648089412843","187.06652164185027","192.878011","206.2721","210.593455","216.764056126646","204.050783128","184.6237527010222","204.016512678618","213.22868657519783","",""
"","Slovakia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SVK-TBPD.A","        Total petroleum and other liquids (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","1","1.3507013698630137","1.504068493150685","1.4427185792349726","1.290495890410959","1.1728383561643836","1.3288383561643835","1.1696284153005465","1.2662602739726028","6.4662712328767125","5.9784054794520545","10.989565573770491","8.199698630136986","8.030276712328767","7.484356164383562","10.502068852459017","7.054424657534247","12.135","9.9877","8.9624","10.9507","10.6264","11.732800000000001","11.8556","9.368075342465753","6.44762602739726","5.600475342465754","5.8585251366120215","6.362878430707146","6.9944262987594925","9.477380232040302",""
"INTL.55-1-SVK-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","1","1.3507013698630137","1.504068493150685","1.4427185792349726","1.290495890410959","1.1728383561643836","1.3288383561643835","1.1696284153005465","1.2662602739726028","6.4662712328767125","5.9784054794520545","7.0085655737704915","4.283698630136986","4.4272767123287675","3.4753561643835615","6.747868852459017","3.9534246575342467","9.354999999999999","6.69","6.078","7.991","7.888","8.535","8.928","6.3189753424657535","3.4827260273972604","3.0693753424657535","3.465825136612022","3.746046575342466","4.413953424657534","6.832208219178082",""
"INTL.57-1-SVK-TBPD.A","                Crude oil including lease condensate (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","1","1.3507013698630137","1.504068493150685","1.4427185792349726","1.290495890410959","1.1728383561643836","1.3288383561643835","1.1696284153005465","0.9181698630136986","0.8962958904109589","0.8387123287671233","0.7597459016393443","0.6082849315068494","0.550745205479452","0.468586301369863","0.42","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.11506301369863013","0.07667397260273973","0.05756712328767123","0.030385245901639345","0.09142191780821918","0.04318356164383562","0.02858904109589041",""
"INTL.58-1-SVK-TBPD.A","                NGPL (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","0.3288958904109589","0.21927397260273973","0.027386301369863014","0.05469398907103825","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-SVK-TBPD.A","                Other liquids (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","0.019194520547945206","5.350701369863014","5.112306849315068","6.1941256830601095","3.675413698630137","3.876531506849315","3.0067698630136985","6.327868852459017","3.7534246575342465","9.155","6.49","5.878","7.791","7.688","8.335","8.728","6.203912328767124","3.4060520547945203","3.011808219178082","3.4354398907103825","3.6546246575342467","4.370769863013699","6.803619178082192",""
"INTL.56-1-SVK-TBPD.A","            Refinery processing gain (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","-0.47","-0.2","0.6","0.5","0.5","0.5","0.6","2.190721311","2.36659726","2.660663014","3.614764384","3.981","3.916","3.603","4.009","3.7542","3.101","2.78","3.2977","2.8844","2.9597","2.7384","3.1978","2.9276","3.0491","2.9649","2.5311","2.3927","2.6168318553646803","2.580472874101958","2.6451720128622194",""
"INTL.54-1-SVK-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","96","102.07397260273977","104.34520547945206","110.14754098360656","112.94794520547946","118.87671232876721","117.558904109589","123.2595628415301","132.48767123287683","132.01369863013701","132.5342465753425","143.0218579234973","143.16712328767122","139.586301369863","144.3863013698629","139.5027322404372","136.13150684931512","130","139.75616438356175","126.75409836065577","137.11506849315072","126.11506849315063","","","","","","","","","",""
"INTL.62-1-SVK-TBPD.A","            Motor gasoline (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","16","15.6054794520548","18.7506849315069","19.0901639344262","19.2849315068493","21.1150684931507","23.5232876712329","31.792349726776","33.3123287671233","35.9972602739726","36.972602739726","39.1120218579235","39.0082191780822","35.4219178082192","38.3643835616438","35.8579234972678","34.841095890411","29","33.3369863013699","32.4863387978142","32.9479452054794","30.5616438356164","","","","","","","","","",""
"INTL.63-1-SVK-TBPD.A","            Jet fuel (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","0","3.04931506849315","2.11506849315069","1.47540983606557","1.30958904109589","1.24383561643836","0.547945205479452","0.699453551912568","1.08219178082192","0.912328767123288","1.35616438356164","1.46448087431694","0.956164383561644","1.0027397260274","1.61917808219178","1.98633879781421","1.47397260273973","1","1.27945205479452","1.06010928961749","2.48219178082192","1.70684931506849","","","","","","","","","",""
"INTL.64-1-SVK-TBPD.A","            Kerosene (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","1.8","1.5013698630137","1.12876712328767","0.743169398907104","0.526027397260274","0.526027397260274","0.263013698630137","0.262295081967213","0.46027397260274","0.0438356164383562","0.0219178082191781","0","0.0219178082191781","0","0.0438356164383562","0","0","0","0","0","0.0876712328767123","0.0657534246575342","","","","","","","","","",""
"INTL.65-1-SVK-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","26","30.4356164383562","34.3808219178082","35.1584699453552","36.4219178082192","38.7972602739726","38.627397260274","43.327868852459","45.5780821917808","47.8465753424658","48.0520547945206","53.7732240437159","53.6493150684932","54.9534246575342","59.8657534246575","59.9234972677596","59.5205479452055","59","65.3397260273973","59.5218579234973","62.641095890411","57.1671232876712","","","","","","","","","",""
"INTL.66-1-SVK-TBPD.A","            Residual fuel oil (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","26","24.1205479452055","18.7342465753425","20.1857923497268","20.2547945205479","21.5260273972603","20.6602739726027","9.57103825136612","13.6219178082192","10.9561643835616","11.2246575342466","11.2622950819672","11.1698630136986","11.841095890411","9.26027397260274","8.42076502732241","10.3205479452055","9.8","5.99178082191781","8.09016393442623","7.79178082191781","8.78904109589041","","","","","","","","","",""
"INTL.67-1-SVK-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","1.8","1.67671232876712","2.1041095890411","1.67213114754098","1.71232876712329","1.01917808219178","0.695890410958904","0","6.23835616438357","4.72876712328767","5.11232876712329","6.89071038251366","5.9013698630137","4.98904109589041","3.56712328767123","3.22404371584699","2.5917808219178","2.6","3.16164383561643","2.80601092896175","3.33424657534246","4.7972602739726","","","","","","","","","",""
"INTL.68-1-SVK-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","24","25.6849315068493","27.131506849315","31.8224043715847","33.4383561643836","34.6493150684932","33.2410958904109","37.6065573770492","32.1945205479453","31.5287671232877","29.7945205479452","30.5191256830601","32.4602739726027","31.3780821917808","31.6657534246575","30.0901639344262","27.3835616438356","28","30.6465753424658","22.7896174863388","27.8301369863014","23.027397260274","","","","","","","","","",""
"INTL.5-2-SVK-TBPD.A","    Consumption (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","64.490411","65.315068","64.643837","68.16779","73.69589","74.558857","69.80654266708704","66.765028","71.673973","80.071233","74.939726","74.57377","79.16862938587643","79.10715361916772","83.293152","85.590163","80.536987","83.6","82.969864","76.057376","77.232876","73.321462","79.330077","81.669399","90.284932","91.55662","85.213697","86.581967","91.142465","92.380822","93.797262",""
"INTL.54-2-SVK-TBPD.A","        Refined petroleum products (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","64.490411","65.315068","64.643837","68.16779","73.69589","74.558857","69.80654266708704","66.765028","71.673973","80.071233","74.939726","74.57377","79.16862938587643","79.10715361916772","83.293152","85.590163","80.536987","83.6","82.969864","76.057376","77.232876","73.321462","79.330077","81.669399","90.284932","91.55662","85.213697","86.581967","91.142465","92.380822","93.797262",""
"INTL.62-2-SVK-TBPD.A","            Motor gasoline (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","10.928767","11.479452","12.380822","11.202186","14.909589","15.441096","14.887671","13.898907","14.169863","16.808219","15.465753","14.174863","14.884932","14.035616","14.70411","15.538251","14.608219","14.408219","13.591781","13.136612","13.282192","13.358904","13.871233","14.147541","14.350685","13.40274","13.060274","12.284153","12.550685","13.216438","13.643836",""
"INTL.63-2-SVK-TBPD.A","            Jet fuel (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","0","0.679452","0.854795","0.830601","0.767123","0.613699","0.438356","0.546448","0.652055","0.975342","0.712329","0.562842","0.821918","0.852055","1.041096","1.311475","0.953425","0.854795","0.90411","0.765027","0.857534","0.739726","0.90137","1.027322","0.849315","0.986301","0.945205","0.606557","0.473973","0.712329","0.682192",""
"INTL.64-2-SVK-TBPD.A","            Kerosene (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","0.043836","0.317808","0.046575","0.186916","0.010959","0.271186","1.76544766708705","0.032787","0.021918","0.032877","-0.010959","-0.010929","0.68095838587643","0.50441361916772","0.010959","0.032787","0.021918","-0.010959","0.054795","0.032787","0.021918","0.266667","0.032877","0.032787","0.032877","0.033333","0.010959","0","0","0","",""
"INTL.65-2-SVK-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","17.150685","16.967123","18.613699","17.52459","17.843836","18.128767","17.69863","17.147541","18.117808","21.361644","18.80274","19.953552","22.769863","24.260274","27.490411","29.674863","26.29863","32.416438","31.884932","31.448087","31.389041","31.534247","30.528767","34.040984","40.852055","41.512329","41.635616","38.404372","40.306849","41.835616","41.594521",""
"INTL.66-2-SVK-TBPD.A","            Residual fuel oil (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","15.939726","14.564384","10.30411","11.193989","11.221918","11.049315","7.126027","3.382514","7.243836","6.682192","7.049315","5.300546","6.175342","7.378082","6.394521","6.046448","5.671233","6.405479","5.657534","6.23224","3.909589","2.871233","3.949254","4.202186","3.79726","4.005479","3.928767","3.808743","3.915068","4.668493","4.353425",""
"INTL.67-2-SVK-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","1.169863","1.205479","1.082192","1.046448","1.115068","1.016438","1.013699","0.95082","5.249315","5.780822","5.972603","6.15847","4.709589","4.293151","4.008219","4.472678","4.610959","3.142466","3.328767","3.527322","3.59726","3.271233","3.742466","3.650273","4.290411","5.178082","3.115068","3.598361","3.4","3.553425","3.249315",""
"INTL.68-2-SVK-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","19.257534","20.10137","21.361644","26.18306","27.827397","28.038356","26.876712","30.806011","26.219178","28.430137","26.947945","28.434426","29.126027","27.783562","29.643836","28.513661","28.372603","26.383562","27.547945","20.915301","24.175342","21.279452","26.30411","24.568306","26.112329","26.438356","22.517808","27.879781","30.49589","28.394521","30.273973",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-3-SVK-TBPD.A","                Crude oil including lease condensate (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","85.431","96.153","105.987","105.939","106.411","109.46","107.945","107.308","109.116","112.125","112.953","120.115","108.087","115.517","122.281","118.846","115.174","110.348","121.595","108.254","118.344","106.774","119.172","116.631","112.811","109.763","102.176","113.275","","","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
