Report generated on: 07-31-2024 18:29:45
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"INTL.13-4-ATA-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-4-ATA-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-4-ATA-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Antigua and Barbuda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-ATG-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6798-1-ATG-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6799-1-ATG-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8399-1-ATG-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-ATG-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.06356","0.06356","0.06338","0.06356","0.06356","0.06356","0.06338","0.06356","0.06356","0.06356","0.06338","0.06356","0.06356","0.0635616438356164","0.0633879781420765","0.0635616438356164","0.0635616438356164","0.0635616438356164","0.0633879781420765","0.0635616438356164","0.0953424657534247","0.09534246576","0.098520547952","0.1","0.1","0.1","0.1","NA","NA"
"INTL.6899-2-ATG-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0.06356","0.06356","0.06338","0.06356","0.06356","0.06356","0.06338","0.06356","0.06356","0.06356","0.06338","0.06356","0.06356","0.0635616438356164","0.0633879781420765","0.0635616438356164","0.0635616438356164","0.0635616438356164","0.0633879781420765","0.0635616438356164","0.0953424657534247","0.09534246576","0.098520547952","0.1","0.1","0.1","0.1","NA","NA"
"INTL.8499-2-ATG-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-ATG-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.06356","0.06356","0.06338","0.06356","0.06356","0.06356","0.06338","0.06356","0.06356","0.06356","0.06338","0.06356","0.06356","0.0635616438356164","0.0633879781420765","0.0635616438356164","0.0635616438356164","0.0635616438356164","0.0633879781420765","0.0635616438356164","0.0953424657534247","0.09534246576","0.098520547952","0.1","0.1","0.1","0.1","NA","NA"
"INTL.6899-3-ATG-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0.06356","0.06356","0.06338","0.06356","0.06356","0.06356","0.06338","0.06356","0.06356","0.06356","0.06338","0.06356","0.06356","0.0635616438356164","0.0633879781420765","0.0635616438356164","0.0635616438356164","0.0635616438356164","0.0633879781420765","0.0635616438356164","0.0953424657534247","0.09534246576","0.098520547952","0.1","0.1","0.1","0.1","NA","NA"
"INTL.8499-3-ATG-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-ATG-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-4-ATG-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-4-ATG-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Argentina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-ARG-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","35","47","51","51","53","56","64","64","66","73","74","72","77","83","85","118","113","134","143","139","146","139","137","137","130","113","128","NA","NA"
"INTL.6798-1-ARG-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","NA","NA","NA","NA","NA","NA","1.2","14","18","17","19","22","27","25","28","29","29","26","32","33","36","37","34","37","36","33","31","30","29","29","25","26","33","NA","NA"
"INTL.6799-1-ARG-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","11.86169638","16","20","21","23","23","22","22","22","22","23","23","24","27","26","31","31","34","33","37","40","52","47","62","70","69","75","63","63","64","63","45","52","51","NA"
"INTL.8399-1-ARG-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","11","12","12","12","11","11","13","12","12","13","14","12","12","13","9.6","30","31","35","37","37","39","46","44","44","42","42","44","44","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-ARG-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","43","32","48","41","42","46","50","48","51","56","46","50","55","58","50","71","66","77","86","84","98","103","89","78","85","71","93","NA","NA"
"INTL.6899-2-ARG-TBPD.A","            LPG (Mb/d)","34.50123953","33","31","32","33","33","32","23","35","30","32","35","37","36","38","42","34","38","44","44","42","41","36","42","50","47","58","51","44","38","45","32","50","NA","NA"
"INTL.8499-2-ARG-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","11","8.4","13","12","10","12","14","12","12","15","12","12","12","14","8.8","30","30","35","36","37","39","52","44","39","40","39","42","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-ARG-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","1.4","2.6","1.5","0","0","0","1.6","0","0","6.4","0","0.8","1.7","0.0953424657534247","1.3","1.5","0.8","0.6","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-3-ARG-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","1.4","2.6","1.5","0","0","0","1.6","0","0","6.4","0","0.8","1.7","0.0953424657534247","1.3","1.5","0.8","0.6","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-3-ARG-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-ARG-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.5","0.01236","1.5","4.4","7.5","6.3","8.8","13","16","12","19","19","23","26","25","48","45","49","57","65","35","47","49","49","39","38","29","NA","NA"
"INTL.6899-4-ARG-TBPD.A","            LPG (Mb/d)","NA","0.060210332","0.8","0.7","1.5","0.8","0.5","0.01236","1.5","4.4","7.5","6.3","8.8","13","16","12","19","19","23","26","25","48","45","49","57","65","35","47","49","49","39","38","29","NA","NA"
"INTL.8499-4-ARG-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Armenia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-ARM-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6798-1-ARM-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6799-1-ARM-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.8399-1-ARM-TBPD.A","            Ethane (non refinery) (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-ARM-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0.3","0.1","0.03169","0.03169","0.03169","0.03178","0.03178","0.0317808219178082","0.0316939890710383","0.0317808219178082","0.0317808219178082","0.0317808219178082","0.0316939890710383","0","0.03","0.4","0.3","0.2","0.2","0.2","0.2","NA","NA"
"INTL.6899-2-ARM-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0.3","0.1","0.03169","0.03169","0.03169","0.03178","0.03178","0.0317808219178082","0.0316939890710383","0.0317808219178082","0.0317808219178082","0.0317808219178082","0.0316939890710383","0","0.03","0.4","0.3","0.2","0.2","0.2","0.2","NA","NA"
"INTL.8499-2-ARM-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-ARM-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0.3","0.1","0.03169","0.03169","0.03169","0.03178","0.03178","0.0317808219178082","0.0316939890710383","0.0317808219178082","0.0317808219178082","0.0317808219178082","0.0316939890710383","0.0317808219178082","0.03","0.4","0.3","0.2","0.3","0.2","0.2","NA","NA"
"INTL.6899-3-ARM-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0.3","0.1","0.03169","0.03169","0.03169","0.03178","0.03178","0.0317808219178082","0.0316939890710383","0.0317808219178082","0.0317808219178082","0.0317808219178082","0.0316939890710383","0.0317808219178082","0.03","0.4","0.3","0.2","0.3","0.2","0.2","NA","NA"
"INTL.8499-3-ARM-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-ARM-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0317808219178082","0","0","NA","NA"
"INTL.6899-4-ARM-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0317808219178082","0","0","NA","NA"
"INTL.8499-4-ARM-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Aruba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-ABW-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","0","0","0","0","0.0112","0.0103","0.00833","0.00833","0","0","0","0","0","0","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0","0","0","0","0","0","NA","NA"
"INTL.6798-1-ABW-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","--","--","--","--","--","--","0","0","0","0","0.0112","0.0103","0.00833","0.00833","0","0","0","0","0","0","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0","0","0","0","0","0","NA","NA"
"INTL.6799-1-ABW-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8399-1-ABW-TBPD.A","            Ethane (non refinery) (Mb/d)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-ABW-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","0","0","0","0.2","0.04298","0.07386","0.07171","0.1","0.4","0.4","0.4","0.5","0.5","0.5","0.8","0.8","0.8","0.9","0.9","1","1","0.7","0.3","0.3","0.3","0.3","0.3","NA","NA"
"INTL.6899-2-ABW-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","0","0","0","0.2","0.04298","0.07386","0.07171","0.1","0.4","0.4","0.4","0.5","0.5","0.5","0.8","0.8","0.8","0.9","0.9","1","1","0.7","0.3","0.3","0.3","0.3","0.3","NA","NA"
"INTL.8499-2-ABW-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-ABW-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","0","0","0","0.2","0.03178","0.06356","0.09508","0.09534","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.7","0.7","0.7","0.3","0.3","0.3","0.3","0.3","NA","NA"
"INTL.6899-3-ABW-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","0","0","0","0.2","0.03178","0.06356","0.09508","0.09534","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.7","0.7","0.7","0.3","0.3","0.3","0.3","0.3","NA","NA"
"INTL.8499-3-ABW-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-ABW-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-4-ABW-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-4-ABW-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-AUS-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","61.18591802","64","61","60","66","79","78","76","76","75","74","80","50","56","60","63","63","56","67","67","95","102","105","104","98","93","104","101","98","88","90","105","101","95","NA"
"INTL.6798-1-AUS-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","10.73867638","15","12","12","15","16","13","12","12","13","13","15","15","17","19","21","26","28","26","31","29","31","30","26","13","20","22","23","29","18","23","22","20","19","NA"
"INTL.6799-1-AUS-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","50.44724164","49","50","48","51","63","65","64","64","62","61","58","26","31","33","33","30","8.6","21","19","48","53","59","62","67","55","62","63","53","56","54","63","62","58","62"
"INTL.8399-1-AUS-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","7.5","7.6","8.1","7.9","8.6","8","19","19","17","17","17","17","17","17","19","20","16","16","14","13","19","19","18","18"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-AUS-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","17.0585824","18","19","20","23","30","35","40","43","45","59","60","68","75","80","85","85","93","95","93","94","92","89","88","84","97","86","84","79","77","76","72","67","66","NA"
"INTL.6899-2-AUS-TBPD.A","            LPG (Mb/d)","17.0585824","18","19","20","23","30","35","40","43","45","59","52","59","66","72","75","77","72","74","76","76","75","70","67","64","72","67","68","63","61","60","53","50","49","NA"
"INTL.8499-2-AUS-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","8","8.3","8.9","8.6","9.2","8.7","20","21","18","18","17","19","21","20","25","19","17","17","16","15","19","18","16","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
